xflr5 v6.57

 Calculated polar for: NACA 4410

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.309 e 6     Ncrit =   9.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
-10.000,-0.3513, 0.10875, 0.10572,-0.0361,1.0000,0.0347,-1.8032, 0.0000, 0.0000, 0.0000, 0.1368
 -9.750,-0.3477, 0.10583, 0.10283,-0.0368,1.0000,0.0356,-1.7934, 0.0000, 0.0000, 0.0000, 0.1342
 -9.500,-0.3488, 0.10252, 0.09955,-0.0381,1.0000,0.0371,-1.8507, 0.0000, 0.0000, 0.0000, 0.1310
 -9.250,-0.3724, 0.09750, 0.09462,-0.0429,1.0000,0.0379,-2.2169, 0.0000, 0.0000, 0.0000, 0.1257
 -9.000,-0.3641, 0.09523, 0.09237,-0.0404,1.0000,0.0383,-2.0775, 0.0000, 0.0000, 0.0000, 0.1303
 -8.750,-0.3584, 0.09355, 0.09071,-0.0383,1.0000,0.0389,-1.9703, 0.0000, 0.0000, 0.0000, 0.1344
 -8.500,-0.3608, 0.09166, 0.08887,-0.0367,1.0000,0.0395,-1.9435, 0.0000, 0.0000, 0.0000, 0.1401
 -8.250,-0.3695, 0.08985, 0.08712,-0.0347,1.0000,0.0401,-1.9541, 0.0000, 0.0000, 0.0000, 0.1485
 -8.000,-0.3840, 0.08830, 0.08563,-0.0319,1.0000,0.0407,-1.9864, 0.0000, 0.0000, 0.0000, 0.1599
 -7.000,-0.3646, 0.03841, 0.03477,-0.0860,0.9777,0.0335,-3.7669, 0.0000, 0.0000, 0.0000, 0.0057
 -6.750,-0.3364, 0.03269, 0.02863,-0.0904,0.9739,0.0327,-3.7814, 0.0000, 0.0000, 0.0000,-0.0277
 -6.500,-0.3089, 0.02589, 0.02096,-0.0942,0.9692,0.0322,-3.9119, 0.0000, 0.0000, 0.0000,-0.0648
 -6.250,-0.2725, 0.02189, 0.01608,-0.0974,0.9671,0.0336,-3.8773, 0.0000, 0.0000, 0.0000,-0.1182
 -6.000,-0.2408, 0.02070, 0.01487,-0.0987,0.9618,0.0349,-3.6460, 0.0000, 0.0000, 0.0000,-0.1713
 -5.750,-0.2028, 0.01908, 0.01291,-0.1011,0.9596,0.0367,-3.4604, 0.0000, 0.0000, 0.0000,-0.2615
 -5.500,-0.1636, 0.01760, 0.01116,-0.1037,0.9581,0.0390,-3.2717, 0.0000, 0.0000, 0.0000,-0.3990
 -5.250,-0.1325, 0.01678, 0.01024,-0.1044,0.9526,0.0411,-3.0778, 0.0000, 0.0000, 0.0000,-0.5560
 -5.000,-0.0958, 0.01573, 0.00902,-0.1063,0.9502,0.0441,-2.8813, 0.0000, 0.0000, 0.0000,-0.8820
 -4.750,-0.0638, 0.01506, 0.00832,-0.1071,0.9453,0.0471,-2.6849, 0.0000, 0.0000, 0.0000,-1.4614
 -4.500,-0.0303, 0.01427, 0.00747,-0.1082,0.9414,0.0509,-2.5042, 0.0000, 0.0000, 0.0000,-3.3869
 -4.250, 0.0011, 0.01377, 0.00688,-0.1087,0.9361,0.0552,-2.3271, 0.0000, 0.0000, 0.0000,104.4909
 -4.000, 0.0326, 0.01310, 0.00626,-0.1094,0.9313,0.0605,-2.1462, 0.0000, 0.0000, 0.0000, 3.6620
 -3.750, 0.0611, 0.01257, 0.00573,-0.1094,0.9245,0.0664,-1.9907, 0.0000, 0.0000, 0.0000, 2.0664
 -3.500, 0.0911, 0.01207, 0.00523,-0.1097,0.9187,0.0740,-1.8319, 0.0000, 0.0000, 0.0000, 1.4698
 -3.250, 0.1197, 0.01165, 0.00481,-0.1096,0.9117,0.0835,-1.6784, 0.0000, 0.0000, 0.0000, 1.1764
 -3.000, 0.1473, 0.01129, 0.00445,-0.1093,0.9036,0.0954,-1.5393, 0.0000, 0.0000, 0.0000, 1.0004
 -2.750, 0.1748, 0.01091, 0.00413,-0.1091,0.8952,0.1102,-1.4004, 0.0000, 0.0000, 0.0000, 0.8802
 -2.500, 0.2023, 0.01058, 0.00385,-0.1089,0.8866,0.1297,-1.2692, 0.0000, 0.0000, 0.0000, 0.7925
 -2.250, 0.2298, 0.01029, 0.00361,-0.1086,0.8774,0.1544,-1.1427, 0.0000, 0.0000, 0.0000, 0.7260
