xflr5 v6.57

 Calculated polar for: NACA 4410

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.200 e 6     Ncrit =   9.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -7.500,-0.4077, 0.08767, 0.08450,-0.0276,1.0000,0.0574,-1.9418, 0.0000, 0.0000, 0.0000, 0.1765
 -7.000,-0.4290, 0.08397, 0.08093,-0.0245,1.0000,0.0594,-1.9685, 0.0000, 0.0000, 0.0000, 0.1879
 -6.500,-0.3824, 0.07157, 0.06845,-0.0446,0.9905,0.0647,-2.0447, 0.0000, 0.0000, 0.0000, 0.1283
 -6.000,-0.3190, 0.05902, 0.05565,-0.0641,0.9783,0.0725,-2.0750, 0.0000, 0.0000, 0.0000, 0.0434
 -5.500,-0.2499, 0.02827, 0.02247,-0.0876,0.9678,0.0481,-3.0958, 0.0000, 0.0000, 0.0000,-0.1097
 -4.500,-0.1031, 0.01999, 0.01271,-0.0964,0.9508,0.0583,-2.5652, 0.0000, 0.0000, 0.0000,-0.7041
 -4.000,-0.0281, 0.01796, 0.01038,-0.1003,0.9422,0.0683,-2.2338, 0.0000, 0.0000, 0.0000,-3.3815
 -3.500, 0.0475, 0.01630, 0.00866,-0.1042,0.9335,0.0834,-1.8931, 0.0000, 0.0000, 0.0000, 2.4751
 -3.000, 0.1189, 0.01495, 0.00733,-0.1070,0.9233,0.1073,-1.5772, 0.0000, 0.0000, 0.0000, 1.1604
 -2.500, 0.1869, 0.01380, 0.00634,-0.1091,0.9118,0.1471,-1.2866, 0.0000, 0.0000, 0.0000, 0.8392
 -2.000, 0.2470, 0.01287, 0.00564,-0.1096,0.8959,0.2121,-1.0358, 0.0000, 0.0000, 0.0000, 0.6966
 -1.500, 0.3056, 0.01194, 0.00509,-0.1098,0.8791,0.3159,-0.8108, 0.0000, 0.0000, 0.0000, 0.6107
 -1.000, 0.3526, 0.01025, 0.00481,-0.1074,0.8594,0.7024,-0.6298, 0.0000, 0.0000, 0.0000, 0.5552
 -0.500, 0.4220, 0.00955, 0.00435,-0.1085,0.8386,1.0000,-0.6565, 0.0000, 0.0000, 0.0000, 0.5069
  0.000, 0.4771, 0.00952, 0.00401,-0.1077,0.8145,1.0000,-0.6970, 0.0000, 0.0000, 0.0000, 0.4748
  0.500, 0.5306, 0.00960, 0.00384,-0.1067,0.7870,1.0000,-0.7385, 0.0000, 0.0000, 0.0000, 0.4496
  1.000, 0.5842, 0.00975, 0.00375,-0.1058,0.7587,1.0000,-0.7819, 0.0000, 0.0000, 0.0000, 0.4291
  1.500, 0.6376, 0.00997, 0.00376,-0.1049,0.7302,1.0000,-0.8276, 0.0000, 0.0000, 0.0000, 0.4121
