xflr5 v6.57

 Calculated polar for: NACA 4410

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.160 e 6     Ncrit =   9.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
-10.000,-0.3495, 0.11314, 0.10896,-0.0354,1.0000,0.0572,-1.6550, 0.0000, 0.0000, 0.0000, 0.1388
 -9.500,-0.3430, 0.10740, 0.10328,-0.0366,1.0000,0.0606,-1.6547, 0.0000, 0.0000, 0.0000, 0.1339
 -9.000,-0.3770, 0.10253, 0.09864,-0.0424,1.0000,0.0626,-1.9887, 0.0000, 0.0000, 0.0000, 0.1296
 -8.500,-0.3461, 0.09641, 0.09250,-0.0367,1.0000,0.0661,-1.7125, 0.0000, 0.0000, 0.0000, 0.1360
 -8.000,-0.3707, 0.09256, 0.08882,-0.0346,1.0000,0.0694,-1.8179, 0.0000, 0.0000, 0.0000, 0.1498
 -7.500,-0.4249, 0.08930, 0.08581,-0.0338,1.0000,0.0702,-2.0746, 0.0000, 0.0000, 0.0000, 0.1650
 -6.500,-0.4339, 0.08014, 0.07681,-0.0254,1.0000,0.0742,-1.9371, 0.0000, 0.0000, 0.0000, 0.1872
 -4.500,-0.1546, 0.02406, 0.01666,-0.0880,0.9603,0.0635,-2.6070, 0.0000, 0.0000, 0.0000,-0.3316
 -4.000,-0.0770, 0.02133, 0.01350,-0.0926,0.9508,0.0727,-2.2918, 0.0000, 0.0000, 0.0000,-0.9740
 -3.500, 0.0014, 0.01940, 0.01120,-0.0969,0.9410,0.0872,-1.9730, 0.0000, 0.0000, 0.0000,71.8178
 -3.000, 0.0796, 0.01771, 0.00963,-0.1014,0.9312,0.1100,-1.6443, 0.0000, 0.0000, 0.0000, 1.5393
 -2.500, 0.1577, 0.01634, 0.00838,-0.1057,0.9209,0.1502,-1.3384, 0.0000, 0.0000, 0.0000, 0.9266
 -2.000, 0.2246, 0.01520, 0.00753,-0.1076,0.9060,0.2161,-1.0759, 0.0000, 0.0000, 0.0000, 0.7327
 -1.500, 0.2922, 0.01394, 0.00674,-0.1096,0.8924,0.3349,-0.8344, 0.0000, 0.0000, 0.0000, 0.6268
 -1.000, 0.3564, 0.01160, 0.00631,-0.1094,0.8763,1.0000,-0.6218, 0.0000, 0.0000, 0.0000, 0.5577
 -0.500, 0.4160, 0.01136, 0.00569,-0.1093,0.8559,1.0000,-0.6495, 0.0000, 0.0000, 0.0000, 0.5126
  0.000, 0.4738, 0.01118, 0.00522,-0.1088,0.8340,1.0000,-0.6916, 0.0000, 0.0000, 0.0000, 0.4788
  0.500, 0.5281, 0.01116, 0.00496,-0.1078,0.8079,1.0000,-0.7335, 0.0000, 0.0000, 0.0000, 0.4527
  1.000, 0.5827, 0.01121, 0.00479,-0.1069,0.7814,1.0000,-0.7774, 0.0000, 0.0000, 0.0000, 0.4315
