xflr5 v6.57

 Calculated polar for: NACA 4410

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.060 e 6     Ncrit =   9.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
-10.000,-0.3544, 0.12282, 0.11610,-0.0314,1.0000,0.1420,-1.4534, 0.0000, 0.0000, 0.0000, 0.1519
 -9.500,-0.3442, 0.11648, 0.10984,-0.0318,1.0000,0.1497,-1.4412, 0.0000, 0.0000, 0.0000, 0.1485
 -9.000,-0.3400, 0.11090, 0.10438,-0.0321,1.0000,0.1586,-1.4445, 0.0000, 0.0000, 0.0000, 0.1470
 -8.500,-0.3396, 0.10571, 0.09933,-0.0317,1.0000,0.1680,-1.4496, 0.0000, 0.0000, 0.0000, 0.1487
 -8.000,-0.3446, 0.10093, 0.09473,-0.0304,1.0000,0.1769,-1.4602, 0.0000, 0.0000, 0.0000, 0.1548
 -6.500,-0.3930, 0.08912, 0.08355,-0.0203,1.0000,0.2061,-1.5306, 0.0000, 0.0000, 0.0000, 0.1939
 -6.000,-0.4046, 0.08472, 0.07931,-0.0183,1.0000,0.2199,-1.5454, 0.0000, 0.0000, 0.0000, 0.2009
 -5.500,-0.4117, 0.07968, 0.07437,-0.0178,1.0000,0.2348,-1.5605, 0.0000, 0.0000, 0.0000, 0.2032
 -3.500,-0.2516, 0.04164, 0.03421,-0.0548,1.0000,0.1483,-1.8848, 0.0000, 0.0000, 0.0000, 0.0276
 -3.000,-0.1882, 0.03527, 0.02667,-0.0594,1.0000,0.1480,-1.8573, 0.0000, 0.0000, 0.0000,-0.0718
 -2.500,-0.1321, 0.03191, 0.02239,-0.0615,1.0000,0.1617,-1.7427, 0.0000, 0.0000, 0.0000,-0.2229
 -2.000,-0.0826, 0.03016, 0.02026,-0.0623,1.0000,0.1845,-1.5877, 0.0000, 0.0000, 0.0000,-0.5143
 -1.500, 0.0106, 0.02892, 0.01877,-0.0706,0.9856,0.2426,-1.3315, 0.0000, 0.0000, 0.0000, 7.0046
 -1.000, 0.1086, 0.02775, 0.01799,-0.0793,0.9672,0.3725,-1.0600, 0.0000, 0.0000, 0.0000, 0.9851
 -0.500, 0.1828, 0.02561, 0.01752,-0.0820,0.9446,1.0000,-0.8497, 0.0000, 0.0000, 0.0000, 0.7004
  0.000, 0.2707, 0.02678, 0.01794,-0.0892,0.9205,1.0000,-0.6115, 0.0000, 0.0000, 0.0000, 0.5796
  0.500, 0.3425, 0.02783, 0.01858,-0.0933,0.8941,1.0000,-0.5847, 0.0000, 0.0000, 0.0000, 0.5217
  1.000, 0.4139, 0.02881, 0.01927,-0.0970,0.8698,1.0000,-0.6317, 0.0000, 0.0000, 0.0000, 0.4829
  1.500, 0.4811, 0.02974, 0.02002,-0.0997,0.8459,1.0000,-0.6789, 0.0000, 0.0000, 0.0000, 0.4553
  2.000, 0.5511, 0.03050, 0.02068,-0.1025,0.8245,1.0000,-0.7320, 0.0000, 0.0000, 0.0000, 0.4335
  2.500, 0.6065, 0.03163, 0.02177,-0.1031,0.8013,1.0000,-0.7784, 0.0000, 0.0000, 0.0000, 0.4169
  3.000, 0.6651, 0.03264, 0.02279,-0.1038,0.7798,1.0000,-0.8318, 0.0000, 0.0000, 0.0000, 0.4026
  3.500, 0.7233, 0.03357, 0.02378,-0.1042,0.7591,1.0000,-0.8913, 0.0000, 0.0000, 0.0000, 0.3901
  4.000, 0.7800, 0.03447, 0.02480,-0.1041,0.7387,1.0000,-0.9603, 0.0000, 0.0000, 0.0000, 0.3791
  4.500, 0.8365, 0.03529, 0.02578,-0.1038,0.7183,1.0000,-1.0819, 0.0000, 0.0000, 0.0000, 0.3691
  5.000, 0.8945, 0.03588, 0.02658,-0.1032,0.6978,1.0000,-1.2689, 0.0000, 0.0000, 0.0000, 0.3599
  5.500, 0.9329, 0.03775, 0.02867,-0.1008,0.6727,1.0000,-1.4467, 0.0000, 0.0000, 0.0000, 0.3521
  6.000, 0.9947, 0.03772, 0.02894,-0.0997,0.6504,1.0000,-1.7158, 0.0000, 0.0000, 0.0000, 0.3437
  6.500, 1.0469, 0.03808, 0.02963,-0.0974,0.6237,1.0000,-1.9947, 0.0000, 0.0000, 0.0000, 0.3359
  7.000, 1.1217, 0.03576, 0.02765,-0.0953,0.5927,1.0000,-2.3909, 0.0000, 0.0000, 0.0000, 0.3272
  7.500, 1.1933, 0.03238, 0.02448,-0.0915,0.5464,1.0000,-2.8332, 0.0000, 0.0000, 0.0000, 0.3182
  8.000, 1.2470, 0.03015, 0.02236,-0.0866,0.4896,1.0000,-3.2438, 0.0000, 0.0000, 0.0000, 0.3102
  8.500, 1.2738, 0.02910, 0.02139,-0.0789,0.4140,1.0000,-3.5589, 0.0000, 0.0000, 0.0000, 0.3018
  9.000, 1.2575, 0.03075, 0.02237,-0.0665,0.2835,1.0000,-3.6810, 0.0000, 0.0000, 0.0000, 0.2919
  9.500, 1.2377, 0.03584, 0.02626,-0.0564,0.1907,1.0000,-3.7400, 0.0000, 0.0000, 0.0000, 0.2839
 10.000, 1.2595, 0.04056, 0.03045,-0.0519,0.1427,1.0000,-3.9277, 0.0000, 0.0000, 0.0000, 0.2788
 11.000, 1.3759, 0.05195, 0.04203,-0.0520,0.0989,1.0000,-4.5304, 0.0000, 0.0000, 0.0000, 0.2740
 11.500, 1.4037, 0.05876, 0.04944,-0.0492,0.0919,1.0000,-4.7163, 0.0000, 0.0000, 0.0000, 0.2706
 12.000, 1.4075, 0.06564, 0.05702,-0.0443,0.0881,1.0000,-4.8113, 0.0000, 0.0000, 0.0000, 0.2663
 12.500, 1.4068, 0.07354, 0.06538,-0.0399,0.0860,1.0000,-4.8867, 0.0000, 0.0000, 0.0000, 0.2626
 13.000, 1.3684, 0.08109, 0.07355,-0.0338,0.0861,1.0000,-4.8109, 0.0000, 0.0000, 0.0000, 0.2582
 14.000, 1.2011, 0.10687, 0.10058,-0.0371,0.0930,1.0000,-4.1566, 0.0000, 0.0000, 0.0000, 0.2629


