xflr5 v6.57

 Calculated polar for: NACA 4410

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.080 e 6     Ncrit =   9.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
-10.000,-0.3691, 0.12172, 0.11593,-0.0360,1.0000,0.1052,-1.6130, 0.0000, 0.0000, 0.0000, 0.1435
 -9.500,-0.3449, 0.11374, 0.10798,-0.0342,1.0000,0.1127,-1.5129, 0.0000, 0.0000, 0.0000, 0.1416
 -9.000,-0.3405, 0.10784, 0.10218,-0.0346,1.0000,0.1179,-1.5186, 0.0000, 0.0000, 0.0000, 0.1399
 -8.500,-0.3626, 0.10466, 0.09923,-0.0360,1.0000,0.1238,-1.6300, 0.0000, 0.0000, 0.0000, 0.1436
 -8.000,-0.3490, 0.09812, 0.09276,-0.0328,1.0000,0.1305,-1.5506, 0.0000, 0.0000, 0.0000, 0.1489
 -7.500,-0.4001, 0.09663, 0.09160,-0.0314,1.0000,0.1335,-1.7196, 0.0000, 0.0000, 0.0000, 0.1662
 -7.000,-0.3946, 0.09104, 0.08610,-0.0263,1.0000,0.1418,-1.6392, 0.0000, 0.0000, 0.0000, 0.1784
 -6.500,-0.4041, 0.08625, 0.08146,-0.0234,1.0000,0.1482,-1.6402, 0.0000, 0.0000, 0.0000, 0.1876
 -5.000,-0.4046, 0.07132, 0.06699,-0.0210,1.0000,0.1804,-1.5907, 0.0000, 0.0000, 0.0000, 0.1956
 -3.500,-0.2353, 0.03532, 0.02785,-0.0586,1.0000,0.1117,-2.0883, 0.0000, 0.0000, 0.0000,-0.0045
 -3.000,-0.1343, 0.02979, 0.02093,-0.0685,0.9890,0.1226,-1.9349, 0.0000, 0.0000, 0.0000,-0.2693
 -2.500,-0.0396, 0.02723, 0.01786,-0.0767,0.9747,0.1478,-1.6666, 0.0000, 0.0000, 0.0000,-1.7159
 -2.000, 0.0514, 0.02564, 0.01609,-0.0839,0.9585,0.1941,-1.3883, 0.0000, 0.0000, 0.0000, 1.9001
 -1.500, 0.1361, 0.02438, 0.01516,-0.0900,0.9403,0.2787,-1.1179, 0.0000, 0.0000, 0.0000, 0.9161
 -1.000, 0.2157, 0.02221, 0.01448,-0.0947,0.9227,0.5624,-0.8752, 0.0000, 0.0000, 0.0000, 0.6911
 -0.500, 0.2916, 0.02140, 0.01393,-0.0970,0.9020,1.0000,-0.6531, 0.0000, 0.0000, 0.0000, 0.5832
  0.000, 0.3681, 0.02162, 0.01372,-0.1009,0.8797,1.0000,-0.6081, 0.0000, 0.0000, 0.0000, 0.5238
  0.500, 0.4430, 0.02171, 0.01352,-0.1042,0.8581,1.0000,-0.6586, 0.0000, 0.0000, 0.0000, 0.4841
  1.000, 0.5136, 0.02168, 0.01329,-0.1063,0.8373,1.0000,-0.7100, 0.0000, 0.0000, 0.0000, 0.4553
  1.500, 0.5810, 0.02161, 0.01309,-0.1075,0.8168,1.0000,-0.7625, 0.0000, 0.0000, 0.0000, 0.4329
  2.000, 0.6451, 0.02157, 0.01296,-0.1081,0.7964,1.0000,-0.8165, 0.0000, 0.0000, 0.0000, 0.4149
  2.500, 0.7066, 0.02160, 0.01295,-0.1081,0.7760,1.0000,-0.8729, 0.0000, 0.0000, 0.0000, 0.4000
  3.000, 0.7624, 0.02192, 0.01327,-0.1075,0.7542,1.0000,-0.9299, 0.0000, 0.0000, 0.0000, 0.3874
  3.500, 0.8163, 0.02238, 0.01376,-0.1065,0.7323,1.0000,-0.9929, 0.0000, 0.0000, 0.0000, 0.3765
  4.000, 0.8709, 0.02282, 0.01428,-0.1057,0.7111,1.0000,-1.0999, 0.0000, 0.0000, 0.0000, 0.3668
  4.500, 0.9256, 0.02328, 0.01483,-0.1047,0.6900,1.0000,-1.2812, 0.0000, 0.0000, 0.0000, 0.3581
  5.000, 0.9809, 0.02371, 0.01537,-0.1038,0.6687,1.0000,-1.5046, 0.0000, 0.0000, 0.0000, 0.3502
  5.500, 1.0291, 0.02452, 0.01638,-0.1020,0.6440,1.0000,-1.7427, 0.0000, 0.0000, 0.0000, 0.3430
  6.000, 1.0851, 0.02471, 0.01670,-0.1006,0.6193,1.0000,-2.0379, 0.0000, 0.0000, 0.0000, 0.3360
  6.500, 1.1334, 0.02486, 0.01703,-0.0979,0.5858,1.0000,-2.3436, 0.0000, 0.0000, 0.0000, 0.3290
  7.000, 1.1835, 0.02434, 0.01656,-0.0946,0.5444,1.0000,-2.6913, 0.0000, 0.0000, 0.0000, 0.3219
  7.500, 1.2271, 0.02410, 0.01643,-0.0908,0.4984,1.0000,-3.0390, 0.0000, 0.0000, 0.0000, 0.3152
  8.000, 1.2620, 0.02402, 0.01647,-0.0857,0.4433,1.0000,-3.3797, 0.0000, 0.0000, 0.0000, 0.3084
  8.500, 1.2762, 0.02455, 0.01707,-0.0779,0.3523,1.0000,-3.6362, 0.0000, 0.0000, 0.0000, 0.3007
  9.000, 1.2524, 0.02856, 0.01980,-0.0661,0.1996,1.0000,-3.7194, 0.0000, 0.0000, 0.0000, 0.2917
  9.500, 1.2414, 0.03333, 0.02389,-0.0575,0.1409,1.0000,-3.8185, 0.0000, 0.0000, 0.0000, 0.2846
 10.000, 1.2581, 0.03741, 0.02756,-0.0527,0.1117,1.0000,-4.0201, 0.0000, 0.0000, 0.0000, 0.2794
 10.500, 1.3055, 0.04151, 0.03155,-0.0512,0.0914,1.0000,-4.3333, 0.0000, 0.0000, 0.0000, 0.2761
 11.000, 1.3760, 0.04701, 0.03706,-0.0534,0.0778,1.0000,-4.7195, 0.0000, 0.0000, 0.0000, 0.2749
 11.500, 1.4249, 0.05324, 0.04365,-0.0530,0.0706,1.0000,-5.0326, 0.0000, 0.0000, 0.0000, 0.2726
 12.000, 1.4207, 0.05904, 0.05044,-0.0462,0.0682,1.0000,-5.0902, 0.0000, 0.0000, 0.0000, 0.2673
 12.500, 1.4074, 0.06556, 0.05769,-0.0397,0.0669,1.0000,-5.1159, 0.0000, 0.0000, 0.0000, 0.2623
 13.000, 1.3782, 0.07282, 0.06560,-0.0340,0.0666,1.0000,-5.0756, 0.0000, 0.0000, 0.0000, 0.2580
 13.500, 1.3339, 0.08156, 0.07495,-0.0306,0.0671,1.0000,-4.9602, 0.0000, 0.0000, 0.0000, 0.2555
 14.000, 1.2802, 0.09257, 0.08649,-0.0311,0.0682,1.0000,-4.7793, 0.0000, 0.0000, 0.0000, 0.2560
 14.500, 1.2289, 0.10570, 0.10002,-0.0356,0.0696,1.0000,-4.5756, 0.0000, 0.0000, 0.0000, 0.2598
 15.000, 1.1902, 0.11988, 0.11445,-0.0422,0.0708,1.0000,-4.3899, 0.0000, 0.0000, 0.0000, 0.2656


